Id,CAS,SMILES,Status,Experimental value,Predicted value,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,MolWt,MolLogP
1883,17172-88-2,O=C(NCc1ccccc1)C(c2ccccc2)Br,Training,0,1,92,0.861442733,29.1,76.3987,1.925949644,498.4167555,304.187,3.439
1884,17177-50-3,OCC(O)C1OC1,Training,1,0,42,0.429741954,52.99,22.8326,2.104181826,59.95524698,104.105,-1.2616
1885,171866-15-2,O=C1c5ccccc5(C(=O)c2c(O)c4c(c(O)c12)CC(O)(CO)CC4(OC3OC(C)C(O)C(O)C3I)),Training,1,1,192,0.141607994,173.98,131.4178,1.655345656,1261.886416,612.369,0.8707
1886,1719-53-5,CC[Si](CC)(Cl)Cl,Training,0,0,44,0.426668647,0,38.422,3.360435143,47.65148445,157.116,2.946
1887,17233-93-1,O=C(O)C(O)(C(O)C)C(C)C,Training,0,0,66,0.538483291,77.76,39.1044,4.671071449,142.5195634,162.185,-0.1611
1888,172374-57-1,O=C(Nc2ccc(Oc1ccc(cc1)NO)cc2)C,Training,1,1,98,0.736154351,70.59,72.6709,2.035256553,549.9086894,258.277,3.2384
1889,172374-58-2,O=C(Nc2ccc(Oc1ccc(cc1)N(O)C(=O)C)cc2)C,Training,1,1,114,0.671151627,78.87,82.2082,2.042036812,665.550091,300.314,3.1794
1890,172374-59-3,O=CN(O)c2ccc(Oc1ccc(cc1)NC(=O)C)cc2,Training,1,1,108,0.503017941,78.87,77.5912,2.038823476,623.1268065,286.287,2.7893
1891,172374-60-6,O=C(ON(c2ccc(Oc1ccc(cc1)NC(=O)C)cc2)C(=O)C)C,Training,1,1,130,0.862116097,84.94,92.1877,2.075017425,769.0583635,342.351,3.2683
1892,17241-59-7,O=C1c3ccccc3(C(=O)c2cc(ccc12)CO),Training,0,1,88,0.704631391,54.37,65.6718,2.268429126,671.1889736,238.242,1.9543
1893,1728-32-1,O(C1=CC=CC=CC1)C,Training,1,1,48,0.516750495,9.23,37.989,2.623111787,163.4064488,122.167,2.0328
1894,1728-95-6,n1c([nH]c(c1c2ccccc2)c3ccccc3)c4ccc(OC)cc4,Training,1,1,122,0.543603121,37.91,101.4477,1.856038621,901.1069606,326.399,5.4193
1895,1728-96-7,n1c([nH]c(c1c2ccc(OC)cc2)c3ccc(OC)cc3)c4ccc(OC)cc4,Training,1,1,146,0.479577306,56.37,114.5517,1.819375346,1017.691273,386.451,5.4365
1896,173106-65-5,O=C(O)CCCCCCCCCCCNC(=O)C1CC(N(O)C1(C)(C))(C)C,Training,0,0,158,0.410614192,89.87,106.706,2.03937576,476.8020656,384.561,4.3565
1897,173216-43-8,[N-]=[N+]=NCCC(c1ccccc1)C,Training,1,1,68,0.38185264,48.76,53.487,2.484571947,288.2979848,175.235,3.4905
1898,173216-44-9,[N-]=[N+]=NCCC(c1ccccc1)c2ccccc2,Training,1,1,90,0.41685177,48.76,73.357,2.259169474,476.4496821,237.306,4.5189
1899,173216-45-0,[N-]=[N+]=NCC(CO)Cc1ccccc1,Training,1,1,74,0.432114619,68.99,54.7348,2.52066083,306.4029664,191.234,2.1479
1900,1732-23-6,Nc1cc2ccc3cccc4ccc(c1)c2c34,Training,1,1,80,0.347034174,26.02,74.5584,2.450734558,781.981672,217.271,4.1662
1901,1732-29-2,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.381054132,991.1396318,263.252,4.1978
1902,1733-13-7,N(=C1C=CC(C=C1)=C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C)C,Training,0,0,138,0.781311243,18.84,119.199,2.109955367,837.6035763,357.501,4.8173
1903,173428-76-7,O=C2c4ccccc4(C3=Nc1ccc(cc1CN23)C(=O)C),Training,1,1,102,0.751828929,49.74,78.959,1.87966405,836.4337945,276.295,2.9369
1904,173450-36-7,O=C(OCCC)c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)OCCC,Training,0,0,144,0.54353154,104.64,105.6618,2.21528106,750.3240607,370.449,3.5754
1905,173450-37-8,O=C(c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)N(CC)CC)N(CC)CC,Training,0,0,156,0.668931704,92.66,119.0178,2.328530881,799.6767106,396.535,3.4058
1906,173450-39-0,O=C(OCCOCC)c1cc(ccc1(N))Cc2ccc(N)c(c2)C(=O)OCCOCC,Training,0,0,168,0.29931331,123.1,118.0658,2.08200546,812.8655724,430.501,2.8284
1907,1734-79-8,O=CC=Cc1ccc(cc1)[N+](=O)[O-],Training,1,1,66,0.305895529,60.21,48.1944,2.866802059,340.3823762,177.159,1.8069
1908,17369-59-4,O=C1OC(=CCC)c2ccccc12,Training,1,0,66,0.611530078,26.3,50.1255,2.533343325,377.4315982,174.199,2.6079
1909,17376-04-4,c1ccc(cc1)CCI,Training,0,0,48,0.542774324,0,49.033,2.61489994,157.4784208,232.064,2.6641
1910,17413-38-6,O=C(O)c2cc1OCOc1c3c4cc(O)cc(OC)c4(cc(c23)[N+](=O)[O-]),Training,0,1,132,0.415673512,128.36,89.4075,2.353279392,1121.377201,357.274,3.0423
1911,17413-41-1,O=C4c2cc1OCOc1c3c6cccc(OC)c6(cc(c23)N4C5OC(CO)C(O)C(O)C5(O)),Training,0,1,172,0.415812076,138.15,114.7057,1.638700757,1306.559646,455.419,0.4904
1912,17418-58-5,O=C2c4ccccc4(C(=O)c3c(N)c(Oc1ccccc1)cc(O)c23),Training,1,1,122,0.433010569,89.62,92.3422,1.901562605,1025.366189,331.327,3.5421
1913,17420-30-3,N#Cc1cc(ccc1(N))[N+](=O)[O-],Training,1,1,60,0.380020851,92.95,42.2238,3.251353922,367.4045047,163.136,1.04868
1914,17423-48-2,Nc2cccc3ccc1ccccc1c23,Training,0,1,72,0.428358532,26.02,65.8664,2.638125222,640.9571121,193.249,3.5752
1915,17433-31-7,O=C(NNC(=O)C)c1ncccc1,Training,0,0,68,0.589387196,71.09,45.5199,2.544573342,310.4249948,179.179,-0.1375
1916,17455-13-9,O1CCOCCOCCOCCOCCOCC1,Training,0,0,108,0.618336812,55.38,64.914,2,91.58797504,264.318,0.0996
1917,17455-21-9,O1CCOCCOC3CCCCC3(OCCOCCOC2CCCCC2(OCC1)),Training,0,0,170,0.601547325,64.61,108.353,1.410194138,372.6220179,416.555,2.7386
1918,17455-23-1,O1CCOCCOC3CCCCC3(OCCOCCOCCOC2CCCCC2(OCC1)),Training,0,0,188,0.54644224,73.84,119.172,1.363488549,371.7151476,460.608,2.7552
1919,17455-26-4,O1CCOCCOC3CCCCC3(OCCOCCOCCOCCOC2CCCCC2(OCCOCC1)),Training,0,0,224,0.449985959,92.3,140.81,1.309532412,449.7637267,548.714,2.7884
1920,1746-01-6,O1c3cc(c(cc3(Oc2cc(c(cc12)Cl)Cl))Cl)Cl,Training,0,0,92,0.490572253,18.46,73.072,2.115832068,543.5110496,321.974,6.1982
1921,1747-60-0,n2c1ccc(OC)cc1sc2N,Training,1,1,62,0.728574231,48.14,50.5844,2.662192024,410.3501069,180.232,1.8871
1923,174794-16-2,O=C(OCc1cccc(c1)[N+](=O)[O-])CC,Training,0,0,80,0.431969326,69.44,53.1834,2.655264165,375.4400672,209.201,2.048
1924,1748-81-8,O=C1OC2CC3(C)(C(CCC(=O)C)C3(CC2(C1(=C)))),Training,0,0,98,0.56906107,43.37,66.746,1.689975048,439.019668,248.322,2.4995
1925,17526-17-9,O=C1c3ccccc3(C(=O)c2c(O)c(c(O)cc12)COCC),Training,1,1,112,0.775457205,83.83,78.4086,2.226397623,791.8765736,298.294,2.4097
1926,17526-24-8,O=C(OCc2c4ccccc4(cc1c3ccccc3(ccc12)))C,Training,1,1,112,0.288456085,26.3,94.43,2.115832873,1047.443468,300.357,5.2093
1927,17526-33-9,O=C(OCc3c4ccccc4(cc2ccc1ccccc1c23))C,Training,1,1,112,0.288456085,26.3,94.43,2.151121219,1047.443468,300.357,5.2093
1928,17528-53-9,O=C(O)COc1ccc(cc1)N(CCCl)CCCl,Training,1,1,100,0.747644554,49.77,73.2258,2.639036685,364.0902017,292.162,2.434
1929,17564-64-6,O=C1c2ccccc2(C(=O)N1CCl),Training,1,0,66,0.386787314,37.38,47.662,2.56919434,353.956021,195.605,1.4789
1930,17573-21-6,Oc1ccc2cc3ccc4cccc5ccc(c2(c1))c3c45,Training,1,1,98,0.292579255,20.23,89.3168,2.191817562,1122.550168,268.315,5.4428
1931,17573-23-8,c2cc3ccc4cc1c(C=CCC1)c5ccc(c2)c3c45,Training,1,1,94,0.361144941,0,87.501,2.135389631,973.3283428,254.332,5.5434
1932,1758-68-5,O=C1c3ccccc3(C(=O)c2c(N)c(N)ccc12),Training,1,1,88,0.582602148,86.18,68.5738,2.376755012,704.935334,238.246,1.6264
1933,1758-73-2,O=S(O)C(=N)N,Training,0,1,36,0.21335456,87.17,22.6853,3.567703455,77.54887502,108.122,-0.89843
1934,17626-02-7,O(c1cc(N)c(OC)cc1(N))C,Training,1,0,66,0.642586487,70.5,48.3708,3.164874105,256.8815038,168.196,0.8682
1935,17627-75-7,O(c1ccc(C=CC)c(OC)c1)C,Training,0,0,70,0.708131579,18.46,54.254,3.074342752,302.9586305,178.231,2.7369
1936,1767-28-8,O=[N+]([O-])c1ccc2ccc4c(O)ccc3ccc1c2c34,Training,1,1,96,0.317822098,63.37,78.4652,2.379954324,991.1396318,263.252,4.1978
1937,1768-31-6,O=C(C(Cl)Cl)C(Cl)(Cl)Cl,Training,1,1,54,0.632968725,17.07,40.791,4.055701378,113.8617399,230.305,2.7294
1938,1769-41-1,O=C(C=NO)Nc1ccccc1,Training,0,0,62,0.390102246,61.69,45.3502,2.586447747,282.3691514,164.164,1.0851
1939,17696-11-6,O=C(O)CCCCCCCBr,Training,1,0,66,0.53182601,37.3,49.1318,2.849761282,104.2651805,223.11,2.8065
1940,17700-09-3,O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl,Training,1,1,64,0.417361982,43.14,48.1264,3.36122511,339.8102371,226.446,3.555
1941,17722-52-0,O=C(O)CCC(=O)Nc1ccc(cc1)Cl,Training,0,0,80,0.828325051,66.4,56.9515,2.441171614,361.4351797,227.647,2.1433
1942,17722-71-3,O=C(O)CCC(=O)Nc1ccc(c(c1)Cl)Cl,Training,0,0,86,0.876198939,66.4,61.9615,2.559278664,420.5252108,262.092,2.7967
1943,1774-66-9,O=C(C=Cc1ccc(cc1)Br)c2ccccc2,Training,0,0,84,0.605761059,17.07,73.9485,2.111960493,526.6080949,287.156,4.3452
1944,1777-84-0,O=C(Nc1ccc(OCC)c(c1)[N+](=O)[O-])C,Training,1,1,86,0.625573666,81.47,58.5691,3.064573951,417.2800983,224.216,1.9519
1945,17796-82-6,O=C1c3ccccc3(C(=O)N1SC2CCCCC2),Training,0,0,94,0.605454211,37.38,71.406,1.78867503,459.3222882,261.346,3.2635
1946,17804-35-2,O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC),Training,0,1,112,0.847401445,85.25,79.4654,2.350217005,650.7065804,290.323,2.5724
1947,17831-71-9,O=C(OCCOCCOCCOCCOC(=O)C=C)C=C,Training,0,0,120,0.262374468,80.29,74.769,3.08712418,284.4443838,302.323,0.4946
1948,1785-51-9,O=C1C=Cc2ccc4C(=O)C=Cc3ccc1c2c34,Training,1,1,84,0.698230574,34.14,70.677,2.314062903,738.1970344,232.238,3.2588
1949,17886-23-6,N1=NCCN1CC,Training,1,1,40,0.474968132,27.96,26.97,2.280352715,79.00409256,99.137,0.6891
1950,17886-25-8,N1=NCCN1Cc2ccccc2,Training,1,1,62,0.650335272,27.96,46.575,1.990963517,268.3619538,161.208,1.8694
1951,17902-23-7,O=C1NC(=O)N(C=C1(F))C2OCCC2,Training,0,0,76,0.69271253,64.09,45.5037,2.471699398,444.6349933,200.169,-0.0153
1952,179073-71-3,O=S(=O)(O)OC4c3c5ccc1ccccc1c5(cc2ccc(c(c23)C4)C),Training,1,1,130,0.313020415,63.6,102.7756,1.954091458,1322.682348,364.422,4.87122
1953,17924-92-4,O=C1OC(C)CCCC(=O)CCCC=Cc2cc(O)cc(O)c12,Training,0,0,124,0.714308902,83.83,86.3921,2.315572735,618.0831144,318.369,3.5796
1954,17928-28-8,O([Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)[Si](C)(C)C,Training,0,0,104,0.691019926,27.69,84.911,4.947050652,208.9533124,310.691,4.1096
1955,1794-45-2,O=CC=Cc1ccccc1Cl,Training,1,0,56,0.487627072,17.07,46.55,2.939443638,278.6461516,166.607,2.5521
1956,1794-84-9,O=[N+]([O-])CCl,Training,1,1,30,0.20552409,43.14,17.7144,2.847378923,44.91260938,95.485,0.4594
1957,1795-83-1,O=C(N(O)c1ccccc1)C,Training,0,0,58,0.486866984,40.54,41.3885,2.85117789,245.5287877,151.165,1.4287
1958,17987-99-4,O=C(O)c2c[n+]([O-])c1ccccc1[n+]2([O-]),Training,1,1,76,0.51647647,91.18,48.8273,2.903273549,553.048796,206.157,-0.1952
1959,18024-11-8,c1ccc3c(c1)c2c(ccc(c2n3C)C)C,Training,1,1,80,0.528067877,4.93,69.899,2.719952232,689.2840917,209.292,3.94834
1960,18028-55-2,c1ccc2c(c1)[nH]c3c(ccc(c23)C)C,Training,1,1,74,0.558941265,15.79,65.2787,2.658220541,646.7921723,195.265,3.93794
1961,18028-56-3,c1cc2[nH]c3c(ccc(c3(c2(cc1C)))C)C,Training,1,1,80,0.569490195,15.79,70.0157,2.620167293,689.2840917,209.292,4.24636
1962,18031-40-8,O=CC1=CCC(C(=C)C)CC1,Training,0,0,60,0.436328594,17.07,46.302,2.538224957,200.9183168,150.221,2.4879
1963,1805-02-3,n1c(N)n(c2ccc(OC)cc12)C,Training,1,0,68,0.710815121,53.07,51.6784,2.726323787,447.3016945,177.207,1.1641
1964,1806-29-7,Oc1ccccc1c2ccccc2(O),Training,0,0,70,0.718468894,40.46,55.2076,2.608847827,406.0796467,186.21,2.7648
1965,1806-54-8,O=P(OCCCCCCCC)(OCCCCCCCC)OCCCCCCCC,Training,0,0,176,0.112110687,44.76,125.5905,4.052698358,310.4860595,434.642,9.2258
1966,180913-77-3,O=C1C(=O)c3ccc(NC(=O)C)c4ccc2cccc1c2c34,Training,1,1,106,0.432666365,63.24,88.1757,2.34743014,1164.158652,289.29,2.7006
1967,18137-96-7,O=[N+]([O-])[C-],Training,0,1,22,0.219895021,43.14,10.2374,2.803039488,29.01955001,58.016,-0.19131
1968,18172-67-3,C=C1CCC2CC1C2(C)(C),Training,0,0,56,0.448982999,0,43.752,2.231080813,174.4773318,136.238,2.9987
1969,1817-73-8,O=[N+]([O-])c1cc(c(N)c(c1)Br)[N+](=O)[O-],Training,1,1,74,0.495974766,112.3,51.8632,3.427504478,419.7827982,262.019,1.8477
1970,1820-59-3,O=[N+]([O-])c2ccc(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-],Training,1,1,122,0.591983515,172.56,78.4956,2.757525815,821.1217534,334.2,2.9864
1971,1822-51-1,n1ccc(cc1)CCl,Training,0,1,42,0.524763919,12.89,33.794,2.832085835,149.8745239,127.574,1.8204
1972,18234-46-3,O=CC2=CC=C1C2(=COC=C1COC(=O)C),Training,1,0,82,0.585309965,56.51,56.1875,2.336546911,497.9333875,218.208,2.26
1973,1825-21-4,O(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C,Training,1,0,72,0.521492584,9.23,58.044,3.563757676,320.2215178,280.365,4.9622
1974,18296-44-1,O=C(OCC3=COC(OC(=O)CC(C)C)C2C3(=CC(OC(=O)CC(C)C)C12(OC1)))C,Training,1,1,166,0.334316815,100.66,104.727,1.831509629,759.0992223,422.474,2.6621
1975,18296-45-2,O=C(OC3CC1C(=COC(OC(=O)CC(C)C)C1C23(OC2))COC(=O)CC(C)C)C,Training,1,1,168,0.333063396,100.66,104.751,1.766782861,705.9260937,424.49,2.742
1976,183249-37-8,c1ccc4c(c1)ccc3ccc2c(C=CC2)c34,Training,1,1,80,0.483039035,0,74.192,2.314041906,763.439268,216.283,4.5623
1977,183249-38-9,c1ccc4c(c1)ccc3ccc2C=CC(c2c34)C,Training,0,1,86,0.469903094,0,78.903,2.275072693,793.6019715,230.31,5.1233
1978,183249-39-0,O=C4c3c2ccc1ccccc1c2c5c(c3CC4)CCC5,Training,0,1,102,0.546080299,17.07,86.1305,2.083853296,933.614949,272.347,4.6106
1979,1836-75-5,O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2,Training,1,1,92,0.606269085,52.37,69.6324,2.20564439,584.3764363,284.098,4.6939
1980,1836-77-7,O=[N+]([O-])c2ccc(Oc1c(cc(cc1Cl)Cl)Cl)cc2,Training,1,1,98,0.566128362,52.37,74.6424,2.285981646,605.6118892,318.543,5.3473
1981,1838-56-8,O=C(Nc1cc3c(cc1(O))c2ccccc2C3)C,Training,0,1,90,0.641345316,49.33,70.6525,2.108421994,646.9370156,239.274,2.9218
1982,1838-94-4,O1CC1(C=C)C,Training,0,0,34,0.340316517,12.53,24.554,2.468005457,72.00763014,84.118,0.9613
1983,18409-46-6,O=CC=CC=CC=O,Training,1,1,42,0.300894196,34.14,30.408,3.405228924,106.490225,110.112,0.4966
1984,18434-08-7,O(c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)c4ccc(OCC(CCCC)CCCCCC)cc4)CC(CCCC)CCCCCC,Training,0,0,270,0.065147633,18.46,217.288,1.275359546,1306.995342,675.054,14.9988
1985,1845-30-3,OC1C=C(C)C2CC1C2(C)(C),Training,0,0,62,0.526064658,20.23,45.1418,2.340767289,214.9126669,152.237,1.9695
1986,18458-01-0,O1CC1Cc2ccc(cc2)C,Training,1,1,58,0.583752363,12.53,44.623,2.056949353,233.5546193,148.205,1.93632
1987,18463-85-9,N(=Nc1ccc2ncsc2(c1))c3ccc(cc3)N(C)C,Training,1,1,100,0.648680381,40.85,84.565,1.815760811,743.9143187,282.372,4.7777
1988,1849-36-1,O=[N+]([O-])c1ccc(cc1)S,Training,1,0,52,0.38200447,43.14,40.3484,3.003400685,244.4296584,155.178,1.8835
1989,18523-47-2,[N-]=[N+]=NCCC(=O)O,Training,1,1,44,0.334274476,86.06,26.2658,3.17941942,124.490225,115.092,0.7714
1990,18523-48-3,[N-]=[N+]=NCC(=O)O,Training,0,1,38,0.309395597,86.06,21.6488,3.323834456,114.1033148,101.065,0.3813
1991,185376-54-9,O=[N+]([O-])c1cc(cc(NO)c1C)NO,Training,1,1,76,0.43371566,107.66,48.6518,3.338340757,366.1976944,199.166,1.50542
1992,18559-59-6,Oc1cc2c(cc1(O))C(NCC2)Cc3cc(OC)c(OC)c(OC)c3,Training,0,0,134,0.722907747,80.18,94.0213,1.951161186,749.6451484,345.395,2.5531
1993,185-70-6,O1CC12(CCCCC2),Training,0,0,46,0.434551928,12.53,31.768,1.946915722,86.55994822,112.172,1.7195
1994,185-72-8,O2CCC1(OC1)CC2,Training,1,1,46,0.429219204,21.76,28.736,1.946915722,88.70165767,114.144,0.5658
1995,185-75-1,O2CCCC1(OC1)(C2),Training,1,1,46,0.429219204,21.76,28.736,1.946915722,88.70165767,114.144,0.5658
1996,18636-89-0,[O-][n+]1ncc2ccccc2(c1),Training,0,0,54,0.408345205,39.83,40.703,2.828901216,386.5037713,146.149,0.8682
1997,18640-74-9,n1ccsc1CC(C)C,Training,1,0,50,0.615719298,12.89,40.656,2.477963935,155.4338964,141.239,2.3416
1998,18691-97-9,O=C(NC)N(c2nc1ccccc1s2)C,Training,0,1,78,0.80086892,45.23,62.4787,2.401574165,461.1280873,221.285,2.0719
1999,18699-02-0,O=C(O)Cc1ccc(cc1)NC(=O)C,Training,0,0,74,0.759245214,66.4,52.0855,2.679983362,307.8896729,193.202,1.2721
2000,18708-70-8,O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl,Training,0,1,64,0.542679771,43.14,48.1264,3.379814336,316.5602371,226.446,3.555
2001,18715-54-3,O(CCC[Si](c1ccc(cc1)[Si](C)(C)CCCOCC2OC2)(C)C)CC3OC3,Training,1,0,158,0.262433262,43.52,120.64,1.401718254,542.0592454,422.714,3.1284
2002,1874-12-0,O=C(OCC)C=Cc1oc(cc1)[N+](=O)[O-],Training,1,1,80,0.327720047,82.58,51.0294,2.643018503,392.9618967,211.173,1.7641
2003,1874-22-2,O=CC=Cc1oc(cc1)[N+](=O)[O-],Training,1,1,62,0.294905169,73.35,40.4604,2.836751484,325.902296,167.12,1.3999
2004,1874-23-3,O=C(OC)c1oc(cc1)[N+](=O)[O-],Training,1,1,64,0.375832973,82.58,36.7019,2.912081219,315.4932759,171.108,0.9744
2005,1874-24-4,O=C(OC)C=Cc1oc(cc1)[N+](=O)[O-],Training,1,1,74,0.316042587,82.58,46.4124,2.731898152,378.8382872,197.146,1.374
2006,187537-22-0,O=C(NCC(O)COc1cccc2ccccc12)C,Training,0,0,100,0.859162269,58.56,74.1335,1.995819076,562.8241715,259.305,1.7156
2007,1875-48-5,O=C1c2ccccc2(C(=O)N1(N)),Training,0,0,60,0.335425477,63.4,41.1294,2.67409266,338.0755392,162.148,0.1563
2008,187585-11-1,O=C2C(N)=C(Oc1ccccc12)c3ccc(OC)c(N)c3,Training,1,0,106,0.70487734,91.48,83.2968,2.275078812,884.3147513,282.299,2.633
2009,187585-43-9,O=C2c3ccccc3(OC(c1ccc(OC)c(c1)[N+](=O)[O-])=C2[N+](=O)[O-]),Training,1,1,126,0.525682165,125.72,87.7808,2.372946592,1071.75656,342.263,3.285
2010,18774-09-9,OOC2(c3ccccc3(c1ccccc12))C,Training,1,0,80,0.579392515,29.46,62.0458,2.388784769,500.4365345,212.248,3.4201
2011,18774-85-1,O=NN(C(=O)N)CCCCCC,Training,1,1,70,0.376225042,75.76,46.2264,3.450387952,149.5869147,173.216,1.6288
2012,1877-73-2,O=C(O)Cc1cccc(c1)[N+](=O)[O-],Training,0,1,68,0.561114046,80.44,44.4362,2.914356191,347.7521927,181.147,1.2219
2013,1878-66-6,O=C(O)Cc1ccc(cc1)Cl,Training,0,0,58,0.737030854,37.3,42.7918,2.736298072,253.2994976,170.595,1.9671
2014,18810-04-3,O=C(O)C(N)CNCCCCC(N)C(=O)O,Training,0,1,94,0.307548938,138.67,57.9431,3.34287927,210.7939875,233.268,-1.4299
2015,188107-70-2,O=[N+]([O-])c2ccc3c1ccccc1n(c3(c2))C,Training,1,1,84,0.472066869,48.07,67.0794,2.486140813,743.5939036,226.235,3.2397
2016,188107-71-3,O=[N+]([O-])c3cc(c2c(c1ccccc1n2C)c3C)C,Training,1,1,96,0.488773812,48.07,76.5534,2.644061614,831.1346415,254.289,3.85654
2017,18829-55-5,O=CC=CCCCC,Training,1,0,46,0.308330861,17.07,34.729,2.906060674,74.45601116,112.172,1.9317
2018,18868-66-1,c1ccc4c(c1)ccc3cc2ccccc2c(c34)CC,Training,0,0,96,0.302134052,0,88.338,2.326089884,932.2283743,256.348,5.7086
2019,188699-17-4,O=[N+]([O-])c2cc1nc(OC)c(nc1c(c2)CBr)OC,Training,1,1,100,0.486619723,87.38,71.9274,2.782019741,647.3631695,328.122,2.4501
2020,188699-57-2,n1c(OC)c(nc2c1cccc2CBr)OC,Training,1,1,84,0.81191934,44.24,65.273,2.724771876,516.5558764,283.125,2.5419
2021,18873-03-5,O=C(c1ccc(OC)cc1)C3OC3(c2ccccc2),Training,0,1,96,0.62155225,38.83,71.3805,1.72224908,574.7028579,254.285,3.018
2022,18883-66-4,O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C,Training,1,1,104,0.27104183,151.92,55.8569,2.706552786,315.0657138,265.222,-2.8909
2023,1888-89-7,O1CC1CCC2OC2,Training,1,1,46,0.500825036,25.06,28.714,1.555545534,72.52932501,114.144,0.5642
2024,188970-77-6,O=[N+]([O-])c5cc3[nH]c2cc(c1ccccc1c2c3c4ccccc45)[N+](=O)[O-],Training,1,1,130,0.335300752,102.07,104.1255,2.111797446,1327.732777,357.325,5.4439
2025,188970-83-4,O=[N+]([O-])c5cc3[nH]c2ccc1ccccc1c2c3c4cccc(O)c45,Training,1,1,120,0.326017262,79.16,99.1359,2.147120125,1335.138688,328.327,5.2413
2026,188970-84-5,O=[N+]([O-])c5cc3[nH]c2ccc1c(O)cccc1c2c3c4ccccc45,Training,1,1,120,0.326017262,79.16,99.1359,2.125403784,1335.138688,328.327,5.2413
2027,188970-88-9,O=[N+]([O-])c5cc3[nH]c2ccc1ccc(O)cc1c2c3c4ccccc45,Training,1,1,120,0.326017262,79.16,99.1359,2.120304887,1335.138688,328.327,5.2413
2028,1892-54-2,Nc2ccc3ccc1ccccc1c3(c2),Training,1,1,72,0.428358532,26.02,65.8664,2.573833592,640.9571121,193.249,3.5752
2029,189-55-9,c1ccc3c(c1)cc4ccc5cc2ccccc2c6ccc3c4c56,Training,1,1,110,0.211547643,0,105.158,2.004513691,1280.659286,302.376,6.8904
2030,1897-45-6,N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl,Training,0,0,70,0.524970362,47.58,55.912,3.781719624,440.5804759,265.914,4.04356
2031,19020-26-9,n1ccc(c2ccccc12)CC,Training,0,1,60,0.619904902,12.89,51.121,2.79096703,387.631175,157.216,2.7972
2032,19057-60-4,OCC9OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(OCC(C)CC1)C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O)),Training,0,0,348,0.168241207,235.68,212.7774,0.915994937,1592.540511,869.055,1.2417
2033,19077-98-6,O=C(Nc1ccc(cc1)S(=O)(=O)Nc2ncccc2)C,Training,0,0,104,0.899319048,88.16,75.7912,2.194477787,697.401057,291.332,1.8408
2034,19083-00-2,OCC9OC(OC8C(O)C(OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2OC1(OCC(C)CC1)C(C)C23)))C5(C)CC6)C8(OC7OC(C)C(O)C(O)C7(O)))CO)C(O)C(O)C9(O),Training,0,0,354,0.147826498,255.91,214.1892,0.939869407,1609.002625,885.054,0.2141
2035,191-07-1,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,Training,1,1,108,0.210521374,0,105.036,2.113260985,1140.946635,300.36,6.9192
2036,19111-89-8,c1ccc(cc1)C(c2ccccc2)(N(C)C)N(C)C,Training,0,0,100,0.773906088,6.48,81.038,2.689791959,453.7999785,254.377,3.0109
2037,1912-24-9,n1c(nc(nc1NC(C)C)Cl)NCC,Training,0,0,78,0.801863319,62.73,57.7594,2.831956368,301.7831549,215.688,1.7771
2038,1912-31-8,O=S(=O)(OCCC)C,Training,1,1,50,0.529157341,43.37,31.0868,3.420929329,135.3624125,138.188,0.3726
2039,1912-32-9,O=S(=O)(OCCCC)C,Training,1,1,56,0.441033482,43.37,35.7038,3.297750556,147.5860425,152.215,0.7627
2040,191-24-2,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,Training,1,1,100,0.224530361,0,96.344,2.21227793,1193.64513,276.338,6.3282
2041,191-26-4,c1cc2ccc3cc6cccc5ccc4cc(c1)c2c3c4c56,Training,1,1,100,0.224530361,0,96.344,2.148238373,1203.39513,276.338,6.3282
2042,191-30-0,c1ccc3c(c1)cc4ccc5cccc6c2ccccc2c3c4c56,Training,1,1,110,0.211547643,0,105.158,2.148991281,1382.659286,302.376,6.8904
2043,1918-00-9,O=C(O)c1c(OC)c(ccc1Cl)Cl,Training,0,0,70,0.834380531,46.53,49.9733,3.433209198,349.4875302,221.039,2.7002
2044,1918-13-4,NC(c1c(cccc1Cl)Cl)=S,Training,1,0,58,0.714441282,26.02,52.3494,3.318913173,278.2420898,206.097,2.6276
